label,night_avg,total_avg,gaming_ratio,social_ratio,weekend_ratio
Dengeli Kullanıcı,24.15,125.05,0.249,0.086,0.968
Dengeli Kullanıcı,21.61,98.08,0.143,0.209,1.004
Dengeli Kullanıcı,8.96,107.18,0.168,0.240,0.992
Dengeli Kullanıcı,21.76,119.94,0.155,0.218,0.976
Dengeli Kullanıcı,19.05,105.63,0.204,0.183,0.966
Dengeli Kullanıcı,18.89,127.76,0.188,0.209,1.066
Dengeli Kullanıcı,11.64,104.84,0.190,0.200,0.919
Dengeli Kullanıcı,14.58,139.34,0.269,0.220,0.993
Dengeli Kullanıcı,14.68,141.29,0.261,0.391,0.956
Dengeli Kullanıcı,16.47,128.69,0.292,0.182,0.994
Dengeli Kullanıcı,24.20,130.79,0.160,0.192,0.956
Dengeli Kullanıcı,20.61,132.66,0.244,0.168,1.006
Dengeli Kullanıcı,12.98,85.57,0.216,0.217,0.980
Dengeli Kullanıcı,11.54,88.67,0.268,0.204,1.006
Dengeli Kullanıcı,18.94,150.80,0.204,0.167,1.004
Dengeli Kullanıcı,18.57,125.52,0.254,0.239,1.127
Dengeli Kullanıcı,13.85,136.01,0.284,0.222,0.985
Dengeli Kullanıcı,18.07,106.57,0.253,0.237,1.056
Dengeli Kullanıcı,15.61,132.26,0.122,0.246,0.987
Dengeli Kullanıcı,15.44,89.74,0.266,0.258,1.013
Dengeli Kullanıcı,15.72,120.91,0.252,0.169,1.040
Dengeli Kullanıcı,24.03,114.79,0.256,0.217,1.034
Dengeli Kullanıcı,9.50,138.33,0.202,0.286,1.030
Dengeli Kullanıcı,18.31,138.79,0.268,0.177,1.061
Dengeli Kullanıcı,17.53,149.47,0.259,0.205,0.977
Dengeli Kullanıcı,15.62,142.50,0.278,0.249,1.002
Dengeli Kullanıcı,12.64,110.17,0.146,0.255,1.008
Dengeli Kullanıcı,13.77,134.10,0.249,0.245,1.075
Dengeli Kullanıcı,15.41,85.91,0.265,0.239,1.066
Dengeli Kullanıcı,22.16,117.24,0.314,0.265,1.040
Dengeli Kullanıcı,16.79,119.41,0.179,0.301,1.015
Dengeli Kullanıcı,14.00,155.24,0.191,0.120,1.006
Dengeli Kullanıcı,13.86,97.85,0.210,0.211,0.969
Dengeli Kullanıcı,18.56,96.19,0.243,0.250,0.911
Dengeli Kullanıcı,10.73,127.44,0.304,0.235,0.959
Dengeli Kullanıcı,11.00,151.77,0.273,0.307,1.019
Dengeli Kullanıcı,8.59,153.37,0.205,0.292,1.043
Dengeli Kullanıcı,22.20,119.27,0.246,0.201,1.031
Dengeli Kullanıcı,7.23,127.92,0.213,0.145,0.898
Dengeli Kullanıcı,11.11,106.20,0.223,0.247,0.957
Dengeli Kullanıcı,15.12,126.90,0.158,0.251,0.984
Dengeli Kullanıcı,12.33,103.78,0.215,0.329,1.065
Dengeli Kullanıcı,16.01,87.51,0.226,0.087,1.020
Dengeli Kullanıcı,18.49,122.73,0.248,0.191,1.074
Dengeli Kullanıcı,11.49,129.67,0.197,0.170,1.071
Dengeli Kullanıcı,4.62,112.74,0.291,0.303,0.952
Dengeli Kullanıcı,13.96,89.66,0.259,0.288,0.998
Dengeli Kullanıcı,11.33,93.61,0.189,0.254,0.991
Dengeli Kullanıcı,7.78,104.94,0.261,0.292,0.985
Dengeli Kullanıcı,19.17,121.69,0.237,0.256,0.993
Dengeli Kullanıcı,10.09,126.88,0.270,0.193,1.046
Dengeli Kullanıcı,13.73,129.99,0.292,0.240,0.989
Dengeli Kullanıcı,23.32,99.07,0.206,0.196,1.028
Dengeli Kullanıcı,22.38,133.89,0.253,0.289,0.954
Dengeli Kullanıcı,18.31,113.13,0.263,0.206,0.966
Dengeli Kullanıcı,13.17,108.73,0.169,0.188,0.999
Dengeli Kullanıcı,16.77,134.72,0.146,0.175,1.071
Dengeli Kullanıcı,18.81,108.80,0.226,0.252,1.014
Dengeli Kullanıcı,13.04,141.82,0.191,0.262,0.974
Dengeli Kullanıcı,19.22,133.92,0.201,0.164,1.041
Dengeli Kullanıcı,12.82,92.04,0.274,0.277,0.958
Dengeli Kullanıcı,20.91,104.19,0.277,0.171,0.995
Dengeli Kullanıcı,13.70,99.82,0.206,0.250,1.036
Dengeli Kullanıcı,12.33,124.85,0.232,0.286,0.994
Dengeli Kullanıcı,15.12,113.29,0.192,0.322,0.948
Dengeli Kullanıcı,7.54,134.62,0.199,0.191,1.059
Dengeli Kullanıcı,6.61,134.09,0.213,0.235,1.107
Dengeli Kullanıcı,18.99,115.29,0.216,0.173,0.916
Dengeli Kullanıcı,14.94,136.95,0.262,0.208,0.863
Dengeli Kullanıcı,17.73,85.45,0.186,0.247,1.011
Dengeli Kullanıcı,12.00,106.84,0.244,0.130,1.043
Dengeli Kullanıcı,16.53,133.39,0.149,0.208,0.956
Dengeli Kullanıcı,18.71,126.09,0.300,0.209,1.080
Dengeli Kullanıcı,16.96,110.38,0.240,0.234,1.058
Dengeli Kullanıcı,11.21,148.06,0.283,0.198,0.911
Dengeli Kullanıcı,26.02,112.36,0.162,0.246,0.976
Dengeli Kullanıcı,18.06,143.60,0.178,0.170,0.866
Dengeli Kullanıcı,25.28,102.77,0.174,0.208,0.981
Dengeli Kullanıcı,7.44,138.66,0.206,0.238,0.961
Dengeli Kullanıcı,15.16,133.15,0.264,0.145,0.910
Dengeli Kullanıcı,16.15,107.40,0.143,0.234,1.028
Dengeli Kullanıcı,23.31,120.80,0.120,0.275,1.005
Dengeli Kullanıcı,12.28,144.13,0.297,0.228,0.988
Dengeli Kullanıcı,20.87,93.13,0.220,0.187,1.170
Dengeli Kullanıcı,18.61,94.87,0.312,0.250,1.077
Dengeli Kullanıcı,13.55,133.30,0.266,0.227,0.972
Dengeli Kullanıcı,18.93,87.48,0.253,0.236,1.001
Dengeli Kullanıcı,20.05,84.59,0.282,0.188,0.975
Dengeli Kullanıcı,13.88,153.79,0.172,0.183,0.990
Dengeli Kullanıcı,8.81,125.40,0.191,0.187,1.083
Dengeli Kullanıcı,19.44,102.29,0.298,0.135,1.008
Dengeli Kullanıcı,23.55,134.70,0.301,0.261,1.012
Dengeli Kullanıcı,20.33,135.02,0.267,0.182,1.006
Dengeli Kullanıcı,9.98,115.77,0.129,0.283,1.042
Dengeli Kullanıcı,24.42,106.32,0.113,0.183,1.071
Dengeli Kullanıcı,8.50,106.27,0.193,0.306,1.017
Dengeli Kullanıcı,9.40,133.91,0.194,0.303,1.079
Dengeli Kullanıcı,17.86,145.55,0.190,0.101,0.895
Dengeli Kullanıcı,13.27,76.23,0.226,0.287,1.003
Dengeli Kullanıcı,14.45,95.78,0.259,0.183,0.982
Dengeli Kullanıcı,16.09,131.81,0.213,0.225,1.002
Dengeli Kullanıcı,15.11,140.92,0.228,0.226,0.991
Dengeli Kullanıcı,9.84,116.30,0.263,0.255,1.049
Dengeli Kullanıcı,13.82,106.35,0.167,0.251,0.938
Dengeli Kullanıcı,11.00,78.64,0.279,0.214,0.952
Dengeli Kullanıcı,10.78,140.23,0.239,0.206,0.928
Dengeli Kullanıcı,23.79,115.52,0.170,0.210,1.001
Dengeli Kullanıcı,19.78,126.47,0.255,0.208,0.914
Dengeli Kullanıcı,19.50,122.80,0.148,0.280,1.002
Dengeli Kullanıcı,21.85,133.25,0.230,0.260,0.976
Dengeli Kullanıcı,12.18,92.84,0.249,0.284,1.046
Dengeli Kullanıcı,9.36,168.65,0.134,0.193,1.040
Dengeli Kullanıcı,27.22,152.09,0.191,0.103,0.956
Dengeli Kullanıcı,10.29,125.82,0.179,0.255,1.023
Dengeli Kullanıcı,20.23,133.55,0.144,0.182,0.967
Dengeli Kullanıcı,15.86,136.81,0.157,0.186,0.943
Dengeli Kullanıcı,9.57,155.68,0.163,0.223,1.022
Dengeli Kullanıcı,14.13,114.92,0.258,0.288,0.946
Dengeli Kullanıcı,18.13,94.37,0.150,0.138,0.964
Dengeli Kullanıcı,13.85,105.06,0.188,0.332,1.050
Dengeli Kullanıcı,13.28,149.47,0.245,0.236,0.890
Dengeli Kullanıcı,1.92,120.28,0.302,0.201,0.953
Dengeli Kullanıcı,25.79,115.94,0.238,0.286,0.972
Dengeli Kullanıcı,10.79,118.03,0.235,0.169,0.968
Dengeli Kullanıcı,6.63,136.22,0.213,0.224,0.992
Dengeli Kullanıcı,29.13,99.09,0.253,0.161,0.995
Dengeli Kullanıcı,17.62,151.34,0.189,0.231,1.022
Dengeli Kullanıcı,18.68,134.89,0.173,0.190,1.018
Dengeli Kullanıcı,11.90,115.68,0.277,0.297,0.978
Dengeli Kullanıcı,12.92,85.81,0.176,0.216,1.036
Dengeli Kullanıcı,18.29,163.94,0.317,0.257,0.986
Dengeli Kullanıcı,9.01,140.41,0.153,0.244,0.971
Dengeli Kullanıcı,16.42,103.80,0.232,0.214,0.947
Dengeli Kullanıcı,8.39,158.83,0.185,0.202,0.979
Dengeli Kullanıcı,10.83,128.06,0.212,0.191,0.984
Dengeli Kullanıcı,18.04,108.33,0.137,0.201,1.016
Dengeli Kullanıcı,17.36,108.98,0.234,0.160,1.043
Dengeli Kullanıcı,26.65,145.57,0.323,0.154,0.979
Dengeli Kullanıcı,17.08,120.97,0.157,0.335,1.088
Dengeli Kullanıcı,10.42,86.16,0.192,0.192,1.047
Dengeli Kullanıcı,17.45,125.15,0.306,0.271,0.934
Dengeli Kullanıcı,18.36,122.62,0.134,0.254,0.967
Dengeli Kullanıcı,24.60,140.82,0.196,0.158,1.048
Dengeli Kullanıcı,21.84,154.39,0.254,0.274,0.940
Dengeli Kullanıcı,12.76,141.38,0.282,0.208,1.001
Dengeli Kullanıcı,20.64,137.21,0.164,0.277,1.065
Dengeli Kullanıcı,21.77,113.91,0.203,0.158,1.051
Dengeli Kullanıcı,14.78,136.20,0.314,0.268,0.968
Dengeli Kullanıcı,23.21,110.34,0.163,0.187,0.964
Dengeli Kullanıcı,7.89,70.62,0.212,0.252,0.895
Dengeli Kullanıcı,23.84,157.10,0.309,0.252,0.981
Dengeli Kullanıcı,13.69,139.56,0.270,0.189,0.960
Dengeli Kullanıcı,15.28,119.73,0.214,0.252,0.990
Dengeli Kullanıcı,8.36,83.34,0.244,0.251,1.070
Dengeli Kullanıcı,15.11,118.82,0.187,0.291,0.960
Dengeli Kullanıcı,23.41,129.43,0.260,0.158,1.036
Dengeli Kullanıcı,15.05,120.94,0.291,0.181,1.001
Dengeli Kullanıcı,16.67,124.81,0.195,0.204,0.998
Dengeli Kullanıcı,23.90,130.56,0.227,0.204,0.990
Dengeli Kullanıcı,17.54,122.64,0.261,0.212,0.978
Dengeli Kullanıcı,17.38,77.10,0.246,0.204,0.987
Dengeli Kullanıcı,16.28,168.62,0.272,0.221,1.005
Dengeli Kullanıcı,21.68,129.75,0.217,0.256,1.030
Dengeli Kullanıcı,14.01,123.29,0.149,0.150,1.128
Dengeli Kullanıcı,18.41,153.99,0.169,0.264,1.031
Dengeli Kullanıcı,12.17,153.21,0.210,0.265,1.021
Dengeli Kullanıcı,15.41,92.34,0.176,0.207,0.974
Dengeli Kullanıcı,15.58,123.17,0.226,0.237,0.983
Dengeli Kullanıcı,17.21,79.09,0.259,0.204,0.962
Dengeli Kullanıcı,13.46,111.91,0.248,0.269,0.981
Dengeli Kullanıcı,14.96,92.36,0.328,0.245,0.959
Dengeli Kullanıcı,11.80,94.96,0.323,0.156,1.008
Dengeli Kullanıcı,18.42,122.99,0.198,0.230,0.966
Dengeli Kullanıcı,15.93,127.78,0.241,0.237,1.066
Dengeli Kullanıcı,25.37,108.00,0.220,0.196,1.026
Dengeli Kullanıcı,10.68,120.67,0.298,0.193,1.057
Dengeli Kullanıcı,9.62,148.39,0.228,0.166,0.965
Dengeli Kullanıcı,16.92,58.66,0.291,0.263,1.010
Dengeli Kullanıcı,8.06,118.73,0.221,0.217,1.041
Dengeli Kullanıcı,16.10,125.77,0.200,0.320,0.952
Dengeli Kullanıcı,13.67,131.72,0.294,0.179,1.001
Dengeli Kullanıcı,15.33,125.36,0.207,0.142,1.060
Dengeli Kullanıcı,20.17,135.64,0.250,0.216,1.032
Dengeli Kullanıcı,23.80,159.71,0.240,0.284,0.959
Dengeli Kullanıcı,22.98,120.13,0.206,0.277,0.975
Dengeli Kullanıcı,12.18,129.04,0.230,0.143,0.982
Dengeli Kullanıcı,19.03,72.65,0.200,0.317,0.963
Dengeli Kullanıcı,15.98,117.63,0.171,0.157,0.991
Dengeli Kullanıcı,13.55,137.74,0.276,0.218,0.982
Dengeli Kullanıcı,15.73,82.06,0.191,0.192,0.904
Dengeli Kullanıcı,18.57,122.31,0.283,0.234,1.018
Dengeli Kullanıcı,17.64,126.64,0.251,0.212,1.008
Dengeli Kullanıcı,17.13,119.47,0.228,0.183,1.009
Dengeli Kullanıcı,10.14,119.47,0.232,0.160,0.978
Dengeli Kullanıcı,29.06,141.46,0.161,0.121,1.076
Dengeli Kullanıcı,20.65,100.76,0.305,0.233,1.133
Dengeli Kullanıcı,16.16,130.63,0.243,0.183,1.081
Dengeli Kullanıcı,22.76,171.01,0.150,0.294,1.008
Dengeli Kullanıcı,17.92,75.11,0.295,0.102,0.928
Dengeli Kullanıcı,30.43,98.19,0.212,0.256,1.006
Dengeli Kullanıcı,9.96,101.69,0.319,0.188,1.085
Dengeli Kullanıcı,16.44,110.34,0.226,0.134,0.941
Dengeli Kullanıcı,9.33,130.08,0.325,0.256,1.031
Dengeli Kullanıcı,4.58,104.88,0.209,0.179,0.924
Dengeli Kullanıcı,9.18,111.89,0.199,0.274,1.072
Dengeli Kullanıcı,22.30,120.56,0.263,0.194,1.014
Dengeli Kullanıcı,28.15,133.21,0.248,0.339,1.008
Dengeli Kullanıcı,15.84,162.66,0.191,0.132,0.992
Dengeli Kullanıcı,10.75,96.67,0.134,0.188,0.974
Dengeli Kullanıcı,12.62,133.19,0.215,0.226,1.072
Dengeli Kullanıcı,13.25,125.54,0.149,0.154,1.063
Dengeli Kullanıcı,14.85,109.45,0.193,0.269,1.116
Dengeli Kullanıcı,16.55,129.67,0.225,0.230,0.974
Dengeli Kullanıcı,17.98,97.52,0.286,0.174,1.012
Dengeli Kullanıcı,16.38,129.76,0.156,0.190,1.005
Dengeli Kullanıcı,13.11,132.62,0.146,0.282,0.984
Dengeli Kullanıcı,15.82,144.95,0.210,0.138,1.141
Dengeli Kullanıcı,13.87,168.29,0.215,0.222,1.083
Dengeli Kullanıcı,12.65,105.15,0.199,0.215,0.902
Dengeli Kullanıcı,16.99,117.74,0.242,0.278,1.122
Dengeli Kullanıcı,21.83,101.31,0.262,0.292,1.009
Dengeli Kullanıcı,12.09,125.81,0.174,0.284,1.056
Dengeli Kullanıcı,10.68,126.13,0.172,0.281,1.062
Dengeli Kullanıcı,14.36,127.42,0.212,0.284,1.029
Dengeli Kullanıcı,17.65,125.85,0.174,0.227,1.010
Dengeli Kullanıcı,4.59,131.80,0.265,0.152,1.040
Dengeli Kullanıcı,9.19,101.34,0.217,0.231,1.009
Dengeli Kullanıcı,9.05,119.53,0.309,0.296,1.017
Dengeli Kullanıcı,14.30,110.03,0.244,0.169,1.005
Dengeli Kullanıcı,12.98,96.81,0.172,0.213,1.059
Dengeli Kullanıcı,14.18,135.11,0.221,0.310,0.897
Dengeli Kullanıcı,17.95,104.02,0.236,0.294,0.965
Dengeli Kullanıcı,17.31,132.20,0.247,0.265,1.020
Dengeli Kullanıcı,10.91,106.44,0.212,0.185,1.107
Dengeli Kullanıcı,20.74,125.15,0.226,0.295,0.967
Dengeli Kullanıcı,20.25,162.45,0.090,0.155,1.018
Dengeli Kullanıcı,14.63,127.22,0.215,0.232,1.102
Dengeli Kullanıcı,18.95,133.13,0.162,0.141,0.955
Dengeli Kullanıcı,15.71,114.89,0.214,0.198,0.948
Dengeli Kullanıcı,17.58,94.25,0.243,0.233,1.036
Dengeli Kullanıcı,18.89,137.98,0.198,0.091,1.026
Dengeli Kullanıcı,13.13,148.54,0.218,0.346,1.007
Dengeli Kullanıcı,7.74,93.45,0.224,0.225,0.980
Dengeli Kullanıcı,15.10,117.37,0.324,0.102,0.959
Dengeli Kullanıcı,12.26,95.54,0.130,0.217,1.030
Dengeli Kullanıcı,20.04,104.61,0.157,0.183,0.945
Dengeli Kullanıcı,8.61,101.06,0.211,0.303,1.024
Dengeli Kullanıcı,20.25,94.71,0.234,0.301,1.077
Dengeli Kullanıcı,15.39,126.70,0.191,0.175,1.029
Dengeli Kullanıcı,13.63,124.11,0.293,0.234,0.955
Dengeli Kullanıcı,6.64,124.70,0.273,0.274,1.090
Dengeli Kullanıcı,23.77,145.90,0.259,0.212,0.977
Dengeli Kullanıcı,20.69,98.85,0.268,0.201,0.919
Dengeli Kullanıcı,6.39,121.61,0.214,0.171,0.961
Dengeli Kullanıcı,13.57,117.28,0.275,0.174,0.942
Dengeli Kullanıcı,11.70,135.77,0.239,0.308,0.951
Dengeli Kullanıcı,10.58,134.87,0.256,0.237,1.039
Dengeli Kullanıcı,15.50,150.98,0.293,0.237,0.932
Dengeli Kullanıcı,25.91,91.44,0.193,0.273,0.972
Dengeli Kullanıcı,15.77,120.49,0.225,0.254,0.995
Dengeli Kullanıcı,17.88,143.55,0.151,0.228,1.048
Dengeli Kullanıcı,15.61,111.48,0.225,0.271,1.069
Dengeli Kullanıcı,26.80,91.99,0.171,0.200,0.957
Dengeli Kullanıcı,18.22,114.58,0.253,0.263,1.015
Dengeli Kullanıcı,15.59,52.19,0.251,0.274,1.020
Dengeli Kullanıcı,19.93,116.64,0.255,0.170,1.028
Dengeli Kullanıcı,12.43,142.29,0.269,0.190,1.069
Dengeli Kullanıcı,17.91,102.46,0.233,0.210,1.000
Dengeli Kullanıcı,25.33,104.63,0.273,0.146,0.903
Dengeli Kullanıcı,20.43,121.15,0.246,0.220,0.979
Dengeli Kullanıcı,18.90,126.30,0.203,0.263,1.024
Dengeli Kullanıcı,15.94,118.84,0.219,0.187,1.090
Dengeli Kullanıcı,5.67,87.26,0.213,0.166,0.989
Dengeli Kullanıcı,20.36,122.86,0.261,0.174,1.013
Dengeli Kullanıcı,18.63,115.80,0.188,0.245,1.020
Dengeli Kullanıcı,15.77,85.98,0.227,0.154,0.923
Dengeli Kullanıcı,14.06,157.00,0.200,0.210,0.921
Dengeli Kullanıcı,12.39,132.01,0.274,0.225,0.976
Dengeli Kullanıcı,19.70,119.94,0.239,0.226,0.947
Dengeli Kullanıcı,14.76,111.21,0.262,0.162,0.959
Dengeli Kullanıcı,18.62,152.88,0.230,0.241,0.968
Dengeli Kullanıcı,12.09,142.18,0.139,0.212,1.000
Dengeli Kullanıcı,12.34,157.31,0.242,0.180,0.977
Dengeli Kullanıcı,19.31,105.95,0.220,0.189,0.938
Dengeli Kullanıcı,18.04,83.44,0.204,0.299,0.977
Dengeli Kullanıcı,9.60,144.91,0.221,0.292,1.053
Dengeli Kullanıcı,26.33,79.74,0.170,0.096,0.999
Dengeli Kullanıcı,16.22,101.19,0.175,0.243,0.986
Dengeli Kullanıcı,14.76,142.97,0.277,0.151,1.065
Dengeli Kullanıcı,13.21,122.55,0.193,0.218,1.076
Dengeli Kullanıcı,22.38,98.97,0.208,0.263,0.993
Dengeli Kullanıcı,15.25,83.10,0.143,0.183,0.922
Dengeli Kullanıcı,19.84,100.51,0.225,0.300,0.970
Dengeli Kullanıcı,11.28,88.80,0.235,0.091,1.050
Dengeli Kullanıcı,16.90,148.71,0.256,0.127,0.990
Dengeli Kullanıcı,22.68,96.99,0.285,0.192,1.090
Dengeli Kullanıcı,20.49,186.20,0.241,0.229,1.045
Dengeli Kullanıcı,19.58,143.58,0.280,0.246,1.018
Dengeli Kullanıcı,17.84,92.33,0.201,0.149,0.922
Dengeli Kullanıcı,7.14,97.01,0.231,0.267,1.090
Dengeli Kullanıcı,16.93,107.71,0.231,0.239,0.963
Dengeli Kullanıcı,9.53,124.53,0.238,0.280,1.024
Dengeli Kullanıcı,12.12,110.02,0.234,0.223,0.987
Dengeli Kullanıcı,23.53,135.14,0.218,0.261,1.048
Dengeli Kullanıcı,14.46,157.13,0.245,0.180,0.923
Dengeli Kullanıcı,22.43,138.70,0.195,0.208,0.973
Dengeli Kullanıcı,13.39,108.75,0.264,0.173,1.020
Dengeli Kullanıcı,20.66,147.91,0.209,0.243,0.922
Dengeli Kullanıcı,15.65,139.41,0.205,0.192,0.957
Dengeli Kullanıcı,16.26,109.02,0.222,0.195,0.965
Dengeli Kullanıcı,10.57,93.58,0.319,0.216,1.025
Dengeli Kullanıcı,17.84,102.62,0.201,0.225,1.060
Dengeli Kullanıcı,19.92,110.43,0.232,0.208,1.027
Dengeli Kullanıcı,24.46,135.13,0.252,0.232,1.049
Dengeli Kullanıcı,15.27,118.55,0.282,0.250,0.970
Dengeli Kullanıcı,22.78,105.91,0.232,0.225,1.054
Dengeli Kullanıcı,11.49,122.30,0.194,0.205,1.080
Dengeli Kullanıcı,9.42,114.82,0.222,0.177,0.928
Dengeli Kullanıcı,7.50,116.53,0.267,0.325,1.013
Dengeli Kullanıcı,10.49,106.12,0.224,0.229,0.993
Dengeli Kullanıcı,14.93,121.65,0.242,0.131,0.965
Dengeli Kullanıcı,14.42,130.78,0.211,0.277,0.909
Dengeli Kullanıcı,10.64,113.87,0.145,0.262,1.009
Dengeli Kullanıcı,17.48,109.58,0.192,0.255,0.961
Dengeli Kullanıcı,11.09,119.62,0.232,0.191,0.948
Dengeli Kullanıcı,24.03,115.98,0.232,0.203,0.941
Dengeli Kullanıcı,24.51,123.99,0.152,0.127,0.939
Dengeli Kullanıcı,18.14,85.31,0.174,0.285,0.924
Dengeli Kullanıcı,17.39,105.48,0.282,0.207,1.043
Dengeli Kullanıcı,24.11,136.71,0.182,0.275,0.975
Dengeli Kullanıcı,4.50,108.66,0.198,0.200,1.020
Dengeli Kullanıcı,17.51,116.68,0.139,0.258,0.900
Dengeli Kullanıcı,20.38,117.79,0.223,0.244,0.929
Dengeli Kullanıcı,21.06,144.13,0.346,0.258,1.046
Dengeli Kullanıcı,20.18,116.81,0.206,0.165,0.947
Dengeli Kullanıcı,16.75,120.18,0.248,0.201,0.985
Dengeli Kullanıcı,14.59,156.54,0.229,0.188,1.060
Dengeli Kullanıcı,22.75,147.56,0.214,0.305,1.075
Dengeli Kullanıcı,18.28,139.23,0.110,0.224,0.956
Dengeli Kullanıcı,16.58,112.05,0.194,0.266,1.065
Dengeli Kullanıcı,14.48,135.00,0.248,0.233,1.003
Dengeli Kullanıcı,4.85,128.76,0.209,0.287,1.046
Dengeli Kullanıcı,18.65,120.75,0.305,0.232,0.979
Dengeli Kullanıcı,14.76,121.61,0.186,0.142,0.990
Dengeli Kullanıcı,11.74,138.50,0.150,0.180,1.001
Dengeli Kullanıcı,21.16,109.31,0.229,0.215,1.045
Dengeli Kullanıcı,15.54,120.73,0.231,0.152,1.037
Dengeli Kullanıcı,10.50,82.15,0.219,0.200,0.994
Dengeli Kullanıcı,18.19,72.63,0.271,0.239,1.063
Dengeli Kullanıcı,16.87,93.44,0.221,0.228,1.021
Dengeli Kullanıcı,6.12,123.32,0.239,0.211,1.006
Dengeli Kullanıcı,18.33,118.47,0.283,0.174,0.983
Dengeli Kullanıcı,10.66,131.58,0.200,0.332,1.017
Dengeli Kullanıcı,15.05,143.15,0.239,0.297,1.011
Dengeli Kullanıcı,22.56,136.97,0.177,0.189,0.971
Dengeli Kullanıcı,21.64,147.91,0.222,0.336,0.931
Dengeli Kullanıcı,13.74,107.36,0.317,0.163,0.992
Dengeli Kullanıcı,13.73,144.76,0.222,0.318,1.049
Dengeli Kullanıcı,20.17,139.63,0.209,0.262,0.910
Dengeli Kullanıcı,14.05,113.41,0.167,0.206,1.025
Dengeli Kullanıcı,23.14,117.95,0.274,0.176,0.990
Dengeli Kullanıcı,17.85,104.37,0.248,0.289,0.949
Dengeli Kullanıcı,11.58,112.86,0.257,0.242,0.951
Dengeli Kullanıcı,14.34,133.76,0.122,0.256,0.913
Dengeli Kullanıcı,8.94,117.84,0.335,0.299,0.964
Dengeli Kullanıcı,14.77,114.74,0.181,0.237,1.091
Dengeli Kullanıcı,21.30,118.53,0.274,0.284,1.039
Dengeli Kullanıcı,15.72,84.64,0.238,0.229,1.044
Dengeli Kullanıcı,16.15,136.84,0.276,0.170,1.046
Dengeli Kullanıcı,24.46,129.75,0.178,0.157,0.996
Dengeli Kullanıcı,13.92,116.63,0.271,0.164,0.959
Dengeli Kullanıcı,22.58,146.02,0.187,0.138,1.025
Dengeli Kullanıcı,15.50,117.37,0.217,0.227,1.020
Dengeli Kullanıcı,15.54,67.46,0.218,0.209,0.895
Dengeli Kullanıcı,14.83,106.05,0.193,0.268,1.079
Dengeli Kullanıcı,28.20,101.19,0.289,0.333,1.032
Dengeli Kullanıcı,10.03,147.53,0.292,0.209,0.965
Dengeli Kullanıcı,16.66,135.51,0.149,0.243,1.030
Dengeli Kullanıcı,17.87,125.27,0.216,0.212,0.951
Dengeli Kullanıcı,10.04,116.76,0.191,0.222,0.948
Dengeli Kullanıcı,15.58,130.90,0.244,0.217,0.975
Dengeli Kullanıcı,17.72,118.94,0.232,0.182,0.957
Dengeli Kullanıcı,18.92,133.95,0.174,0.188,1.086
Dengeli Kullanıcı,23.14,128.14,0.338,0.280,0.995
Dengeli Kullanıcı,13.65,90.07,0.217,0.192,0.965
Dengeli Kullanıcı,15.78,117.70,0.255,0.161,0.920
Dengeli Kullanıcı,14.60,154.64,0.290,0.176,0.979
Dengeli Kullanıcı,16.91,146.42,0.154,0.186,1.067
Dengeli Kullanıcı,25.12,105.39,0.185,0.166,1.014
Dengeli Kullanıcı,21.05,112.12,0.291,0.259,0.988
Dengeli Kullanıcı,10.17,94.27,0.091,0.149,0.999
Dengeli Kullanıcı,18.26,111.36,0.284,0.266,1.062
Dengeli Kullanıcı,15.88,109.34,0.123,0.181,1.059
Dengeli Kullanıcı,5.30,127.89,0.197,0.175,1.117
Dengeli Kullanıcı,18.11,144.27,0.305,0.212,0.968
Dengeli Kullanıcı,23.35,98.95,0.280,0.206,1.028
Dengeli Kullanıcı,26.81,90.23,0.233,0.086,0.966
Dengeli Kullanıcı,16.12,107.49,0.160,0.201,1.083
Dengeli Kullanıcı,18.69,138.82,0.178,0.128,1.011
Dengeli Kullanıcı,20.91,110.32,0.228,0.189,0.934
Dengeli Kullanıcı,26.05,124.82,0.206,0.208,1.048
Dengeli Kullanıcı,25.02,102.92,0.179,0.233,0.935
Dengeli Kullanıcı,15.66,80.17,0.255,0.163,0.975
Dengeli Kullanıcı,4.54,133.03,0.214,0.226,0.956
Dengeli Kullanıcı,22.54,120.17,0.199,0.236,1.090
Dengeli Kullanıcı,22.58,138.73,0.271,0.262,0.897
Dengeli Kullanıcı,17.08,152.28,0.251,0.265,0.980
Dengeli Kullanıcı,8.11,125.19,0.205,0.293,1.018
Dengeli Kullanıcı,14.20,120.70,0.211,0.215,0.890
Dengeli Kullanıcı,7.55,119.84,0.258,0.273,1.067
Dengeli Kullanıcı,20.72,103.15,0.285,0.117,1.021
Dengeli Kullanıcı,8.34,134.26,0.118,0.201,0.980
Dengeli Kullanıcı,22.52,91.39,0.350,0.237,0.961
Dengeli Kullanıcı,22.35,90.93,0.248,0.170,1.017
Dengeli Kullanıcı,15.82,107.82,0.238,0.231,1.015
Dengeli Kullanıcı,14.12,112.40,0.188,0.319,0.955
Dengeli Kullanıcı,31.48,112.75,0.198,0.080,0.963
Dengeli Kullanıcı,12.80,144.12,0.230,0.198,1.069
Dengeli Kullanıcı,15.43,96.83,0.326,0.150,0.949
Dengeli Kullanıcı,8.43,130.94,0.280,0.280,0.984
Dengeli Kullanıcı,15.92,153.00,0.205,0.285,1.048
Dengeli Kullanıcı,18.87,123.63,0.148,0.216,1.032
Dengeli Kullanıcı,15.77,109.99,0.206,0.245,0.961
